trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
66,False,"{'a': 0.001, 'e': 0.8019999999999998}",20,0,-58.10834508428111,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",1
67,False,"{'a': 0.001, 'e': 0.7989999999999998}",20,0,-30.702683021950264,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
68,False,"{'a': 0.001, 'e': 0.7959999999999998}",25,0,-163.29681198169249,"{0: 13, 1: 0, 2: 8, 3: 3, 4: 1}",0
69,False,"{'a': 0.001, 'e': 0.7929999999999998}",20,0,-48.17651808556919,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
70,False,"{'a': 0.001, 'e': 0.7899999999999998}",20,0,-132.3576973459641,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
71,False,"{'a': 0.001, 'e': 0.7869999999999998}",20,4,-50.68253117762083,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
72,False,"{'a': 0.001, 'e': 0.7839999999999998}",20,0,6.181519598252612,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.001, 'e': 0.7809999999999998}",20,0,-11.803261874994162,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.001, 'e': 0.7779999999999998}",25,0,-101.41901747497299,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
75,False,"{'a': 0.001, 'e': 0.7749999999999998}",20,0,-115.01760103427863,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
76,False,"{'a': 0.001, 'e': 0.7719999999999998}",20,4,-66.41000032021968,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
77,False,"{'a': 0.001, 'e': 0.7689999999999998}",30,16,-26.493947551311766,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
78,False,"{'a': 0.001, 'e': 0.7659999999999998}",25,0,-64.5298547677114,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
79,False,"{'a': 0.001, 'e': 0.7629999999999998}",25,3,-70.8016330457632,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
80,False,"{'a': 0.001, 'e': 0.7599999999999998}",30,0,-90.82269923528115,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
81,False,"{'a': 0.001, 'e': 0.7569999999999998}",25,0,-132.26121601356527,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
82,False,"{'a': 0.001, 'e': 0.7539999999999998}",20,0,-64.88932511824932,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.001, 'e': 0.7509999999999998}",30,0,-165.5042129823336,"{0: 22, 1: 0, 2: 3, 3: 2, 4: 3}",0
84,False,"{'a': 0.001, 'e': 0.7479999999999998}",20,2,-85.7878022646653,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
85,False,"{'a': 0.001, 'e': 0.7449999999999998}",25,0,-128.46309734058522,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
86,False,"{'a': 0.001, 'e': 0.7419999999999998}",20,0,-77.84452762023771,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
87,False,"{'a': 0.001, 'e': 0.7389999999999998}",20,0,-114.79131453149202,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
88,False,"{'a': 0.001, 'e': 0.7359999999999998}",35,12,-81.53153771285035,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
89,False,"{'a': 0.001, 'e': 0.7329999999999998}",30,12,-18.666628169046767,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.001, 'e': 0.7299999999999998}",20,0,-30.672798722657028,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
91,False,"{'a': 0.001, 'e': 0.7269999999999998}",20,0,-112.33249859050122,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
92,False,"{'a': 0.001, 'e': 0.7239999999999998}",25,0,-84.42352524174471,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
93,False,"{'a': 0.001, 'e': 0.7209999999999998}",25,3,0.4480972833442778,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.001, 'e': 0.7179999999999997}",20,0,-33.37397720559883,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
95,False,"{'a': 0.001, 'e': 0.7149999999999997}",30,0,-72.65357630809883,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
96,False,"{'a': 0.001, 'e': 0.7119999999999997}",20,7,-1.8220328845256706,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.001, 'e': 0.7089999999999997}",20,0,-56.38072698986386,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.7059999999999997}",30,0,-133.69109016484043,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
99,False,"{'a': 0.001, 'e': 0.7029999999999997}",25,11,-25.453988112927366,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.001, 'e': 0.6999999999999997}",20,0,-30.441267042239982,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
101,False,"{'a': 0.001, 'e': 0.6969999999999997}",30,14,4.322669210069624,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.001, 'e': 0.6939999999999997}",25,0,-34.97858369836745,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
103,False,"{'a': 0.001, 'e': 0.6909999999999997}",20,15,-2.589665661236481,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.001, 'e': 0.6879999999999997}",20,0,-19.2808560712715,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
105,False,"{'a': 0.001, 'e': 0.6849999999999997}",30,0,-102.59802702019775,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
106,False,"{'a': 0.001, 'e': 0.6819999999999997}",25,11,-23.153127552115574,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
107,False,"{'a': 0.001, 'e': 0.6789999999999997}",35,0,-106.76660183186607,"{0: 24, 1: 3, 2: 5, 3: 2, 4: 1}",0
108,False,"{'a': 0.001, 'e': 0.6759999999999997}",20,0,-19.228278520738893,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.001, 'e': 0.6729999999999997}",20,9,-29.68791613832697,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.001, 'e': 0.6699999999999997}",20,0,-36.048726952894064,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.001, 'e': 0.6669999999999997}",25,11,-39.14198631277042,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.001, 'e': 0.6639999999999997}",20,0,-22.473268406768554,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
113,False,"{'a': 0.001, 'e': 0.6609999999999997}",20,9,6.925948234774108,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.001, 'e': 0.6579999999999997}",25,0,-60.00744671824128,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
115,False,"{'a': 0.001, 'e': 0.6549999999999997}",20,0,-149.93276895794526,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
116,False,"{'a': 0.001, 'e': 0.6519999999999997}",25,0,-99.01894871113657,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",1
117,False,"{'a': 0.001, 'e': 0.6489999999999997}",20,5,-15.502857518859141,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
118,False,"{'a': 0.001, 'e': 0.6459999999999997}",25,0,-135.6459671625077,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
119,False,"{'a': 0.001, 'e': 0.6429999999999997}",20,0,-31.542023679783078,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
120,False,"{'a': 0.001, 'e': 0.6399999999999997}",20,0,-135.42653170334123,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
121,False,"{'a': 0.001, 'e': 0.6369999999999997}",25,0,-43.86820888557187,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.001, 'e': 0.6339999999999997}",30,15,-81.47869263740864,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
123,False,"{'a': 0.001, 'e': 0.6309999999999997}",20,9,6.051722767230714,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.001, 'e': 0.6279999999999997}",35,17,-12.803233517770169,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
125,False,"{'a': 0.001, 'e': 0.6249999999999997}",35,0,-29.983181750721574,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 0}",0
126,False,"{'a': 0.001, 'e': 0.6219999999999997}",30,0,-125.96847429347919,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
127,False,"{'a': 0.001, 'e': 0.6189999999999997}",25,0,-108.21818744711884,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
128,False,"{'a': 0.001, 'e': 0.6159999999999997}",20,12,14.226241509075734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.001, 'e': 0.6129999999999997}",25,6,-112.73220344962503,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 3}",1
130,False,"{'a': 0.001, 'e': 0.6099999999999997}",20,5,-4.503737899676508,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
131,False,"{'a': 0.001, 'e': 0.6069999999999997}",20,11,14.5904254382168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.001, 'e': 0.6039999999999996}",20,3,8.919343671608594,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.001, 'e': 0.6009999999999996}",30,20,11.49882306714872,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.001, 'e': 0.5979999999999996}",30,15,-1.3235151105373661,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.001, 'e': 0.5949999999999996}",25,3,-34.86128862460535,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.001, 'e': 0.5919999999999996}",25,14,5.472690458967129,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.001, 'e': 0.5889999999999996}",20,12,2.3229399353136593,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.001, 'e': 0.5859999999999996}",20,0,-29.721148128806206,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
139,False,"{'a': 0.001, 'e': 0.5829999999999996}",30,6,-89.60004124762861,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 2}",1
140,False,"{'a': 0.001, 'e': 0.5799999999999996}",25,10,-54.87507211690985,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
141,False,"{'a': 0.001, 'e': 0.5769999999999996}",30,0,-123.5203773152108,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
